Задание 5,https://2.shkolkovo.online/courses/5/1273
"Нарешиваем 5,14 - мои и ваши задачи (нужно знать: теорию из роликов)",https://2.shkolkovo.online/courses/5/1273/11090
"Нарешиваем 5,14 - мои и ваши задачи (нужно знать: теорию из роликов)",https://2.shkolkovo.online/courses/5/1273/11070
"Нарешиваем 5,14 - мои и ваши задачи (нужно знать: теорию из роликов)",https://2.shkolkovo.online/courses/5/1273/11051
"Нарешиваем 5,14 - мои и ваши задачи (нужно знать: теорию из роликов)",https://2.shkolkovo.online/courses/5/1273/11031
"Нарешиваем 5,14 - мои и ваши задачи (нужно знать: теорию из роликов)",https://2.shkolkovo.online/courses/5/1273/11011
"Нарешиваем 5,14 - мои и ваши задачи (нужно знать: теорию из роликов)",https://2.shkolkovo.online/courses/5/1273/10991
"Нарешиваем 5,14 - мои и ваши задачи (нужно знать: теорию из роликов)",https://2.shkolkovo.online/courses/5/1273/10971
"Нарешиваем 5,14 - мои и ваши задачи (нужно знать: теорию из роликов)",https://2.shkolkovo.online/courses/5/1273/10951
Задание 4,https://2.shkolkovo.online/courses/5/1272
Разбор ВСЕХ методов решения ЧЕРЕПАШКИ из 6 Задания КЕГЭ по Информатике,https://2.shkolkovo.online/courses/5/1272/11080
"Нарешиваем 1, 4, 10, 13 - мои и ваши задачи (нужно знать: теорию из роликов)",https://2.shkolkovo.online/courses/5/1272/11001
"Нарешиваем 1, 4, 10, 13 - мои и ваши задачи (нужно знать: теорию из роликов)",https://2.shkolkovo.online/courses/5/1272/10961
Задание 3,https://2.shkolkovo.online/courses/5/1271
Фильтры в Excel: задача 3,https://2.shkolkovo.online/courses/5/1271/11077
Фильтры в Excel: задача 3,https://2.shkolkovo.online/courses/5/1271/10998
Фильтры в Excel: задача 3,https://2.shkolkovo.online/courses/5/1271/10958
Задание 2 (прогой),https://2.shkolkovo.online/courses/5/1434
Задачи 2 и 15: как запрогать алгебру логики?,https://2.shkolkovo.online/courses/5/1434/11082
Задачи 2 и 15: как запрогать алгебру логики?,https://2.shkolkovo.online/courses/5/1434/11003
Задание 2 (руками),https://2.shkolkovo.online/courses/5/1270
Алгебра логики-раз+два,https://2.shkolkovo.online/courses/5/1270/11093
"Алгебра логики-два (2 задача, от простых к сложным)",https://2.shkolkovo.online/courses/5/1270/11034
"Алгебра логики-раз (с нуля, операции, таблицы истинности, законы преобразования лог.выражений)",https://2.shkolkovo.online/courses/5/1270/11014
"Алгебра логики-два (2 задача, от простых к сложным)",https://2.shkolkovo.online/courses/5/1270/10974
"Алгебра логики-раз (с нуля, операции, таблицы истинности, законы преобразования лог.выражений)",https://2.shkolkovo.online/courses/5/1270/10954
Задание 1,https://2.shkolkovo.online/courses/5/1269
Разбор ВСЕХ методов решения ЧЕРЕПАШКИ из 6 Задания КЕГЭ по Информатике,https://2.shkolkovo.online/courses/5/1269/11080
"Нарешиваем 1, 4, 10, 13 - мои и ваши задачи (нужно знать: теорию из роликов)",https://2.shkolkovo.online/courses/5/1269/11001
"Нарешиваем 1, 4, 10, 13 - мои и ваши задачи (нужно знать: теорию из роликов)",https://2.shkolkovo.online/courses/5/1269/10961
Параллельный план,https://2.shkolkovo.online/courses/5/1224
Джуниор,https://2.shkolkovo.online/courses/5/1226
"Excel 3, 9, 18, 26",https://2.shkolkovo.online/courses/5/1234
"Задача 26: архив, кинотеатр, скидки",https://2.shkolkovo.online/courses/5/1234/11097
Динамика в Excel: задача 18,https://2.shkolkovo.online/courses/5/1234/11087
Фильтры в Excel: задача 3,https://2.shkolkovo.online/courses/5/1234/11077
"Эксель: движение по таблице, формулы. Задача 9",https://2.shkolkovo.online/courses/5/1234/11068
Задача 26: еще прототипы - грузовик - скидки - два вида изделий,https://2.shkolkovo.online/courses/5/1234/11058
Динамика в Excel: задача 18,https://2.shkolkovo.online/courses/5/1234/11048
"Эксель: движение по таблице, формулы. Задача 9",https://2.shkolkovo.online/courses/5/1234/11028
"Задача 26: архив, кинотеатр, скидки",https://2.shkolkovo.online/courses/5/1234/11018
Динамика в Excel: задача 18,https://2.shkolkovo.online/courses/5/1234/11008
Фильтры в Excel: задача 3,https://2.shkolkovo.online/courses/5/1234/10998
"Эксель: движение по таблице, формулы. Задача 9",https://2.shkolkovo.online/courses/5/1234/10988
"Задача 26: архив, кинотеатр, скидки",https://2.shkolkovo.online/courses/5/1234/10978
Динамика в Excel: задача 18,https://2.shkolkovo.online/courses/5/1234/10968
Фильтры в Excel: задача 3,https://2.shkolkovo.online/courses/5/1234/10958
"Эксель: движение по таблице, формулы. Задача 9",https://2.shkolkovo.online/courses/5/1234/10948
